date,open,high,low,close,volume,symbol,metric
2021-05-03,0.14395004,0.14395004,0.136997,0.13937818,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-04,0.13904481,0.17315913,0.13904481,0.15334775,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-05,0.15339537,0.15631628,0.14207685,0.15090307,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-06,0.15133168,0.1630312,0.14093388,0.14093388,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-07,0.13918768,0.14034652,0.1272818,0.12775804,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-10,0.12785329,0.14866477,0.12785329,0.14866477,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-11,0.15207779,0.18906539,0.15207779,0.17098432,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-12,0.17200029,0.22259235,0.17200029,0.217576,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-13,0.21670291,0.21670291,0.17760399,0.1846364,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-14,0.18352519,0.18352519,0.14372779,0.14641059,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-17,0.1477123,0.16884127,0.1477123,0.15606229,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-18,0.15503044,0.1701906,0.15236353,0.1701906,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-19,0.17014298,0.20819417,0.17014298,0.1716193,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-20,0.17406398,0.17406398,0.15623691,0.16007854,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-21,0.15841171,0.15841171,0.14806153,0.15539556,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-24,0.15458596,0.15458596,0.13683826,0.13860033,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-25,0.13848921,0.14741068,0.13848921,0.14325156,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-26,0.14368017,0.14572798,0.13452058,0.13452058,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-27,0.13250452,0.13250452,0.12486888,0.12559911,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-05-28,0.12678969,0.12678969,0.11774122,0.12182097,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-01,0.12369417,0.13877495,0.12369417,0.13510794,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-02,0.13510794,0.13660014,0.12739293,0.12994872,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-03,0.13091707,0.14518825,0.13091707,0.13599691,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-04,0.13623503,0.13623503,0.12029702,0.1216781,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-07,0.11928105,0.12602772,0.11907468,0.11913818,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-08,0.11985253,0.13159967,0.11985253,0.12355129,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-09,0.12526574,0.13345699,0.12463076,0.13345699,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-10,0.13255214,0.13255214,0.11480444,0.11480444,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-11,0.11453457,0.11453457,0.10956585,0.10964523,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-14,0.11077232,0.12288457,0.11077232,0.1154553,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-15,0.11685225,0.12472601,0.11685225,0.12170985,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-16,0.12169398,0.14129899,0.11853495,0.13061545,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-17,0.13164729,0.13872732,0.12028115,0.12551973,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-18,0.1217416,0.1492045,0.1217416,0.14709319,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-21,0.15090307,0.15266514,0.12750405,0.12750405,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-22,0.12912325,0.13032971,0.11742373,0.11777297,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-23,0.11755073,0.11882069,0.11375672,0.11864607,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-24,0.11818571,0.11818571,0.10956585,0.1120899,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-25,0.11170891,0.11170891,0.10305731,0.10431139,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-28,0.10650207,0.1146457,0.10650207,0.108915,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-29,0.10934361,0.11293125,0.10783553,0.11159779,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-06-30,0.11169304,0.11824921,0.1105342,0.11105806,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-01,0.11293125,0.11293125,0.10851814,0.10929599,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-02,0.1088515,0.1088515,0.10118411,0.1046765,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-06,0.10693068,0.12871051,0.10693068,0.11547117,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-07,0.11623315,0.12763104,0.11493144,0.11789997,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-08,0.1177571,0.15136343,0.1177571,0.13577467,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-09,0.13453645,0.13453645,0.11282013,0.11375672,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-12,0.11401072,0.11932868,0.11293125,0.11515368,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-13,0.11548704,0.12656745,0.11548704,0.12656745,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-14,0.12617059,0.12872638,0.11704275,0.12172573,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-15,0.12139236,0.13453645,0.12139236,0.12537686,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-16,0.12451964,0.14052114,0.11713799,0.1379971,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-19,0.1371875,0.19004961,0.1371875,0.17085733,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-20,0.16892064,0.17319088,0.1427277,0.14744243,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-21,0.14707732,0.14707732,0.1313298,0.13153617,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-22,0.132949,0.13459995,0.12712306,0.12972648,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-23,0.12918675,0.12918675,0.11829683,0.11975729,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-26,0.12163048,0.1313298,0.12163048,0.12451964,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-27,0.12521812,0.15015697,0.12521812,0.1364414,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-28,0.13737799,0.14225146,0.12723418,0.13223465,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-29,0.13498094,0.13498094,0.12574198,0.1267262,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-07-30,0.12717068,0.13733037,0.12717068,0.13323474,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-02,0.13407609,0.14418815,0.13032971,0.14296582,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-03,0.14269595,0.14901401,0.12875813,0.12959948,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-04,0.13034558,0.13783835,0.12882163,0.13328237,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-05,0.13383798,0.13383798,0.12644046,0.12644046,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-06,0.12582135,0.12582135,0.11721737,0.11721737,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-09,0.11609028,0.12440852,0.11609028,0.11901119,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-10,0.11913818,0.12345605,0.11736024,0.1199954,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-11,0.12113837,0.12113837,0.11461395,0.11589978,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-12,0.11580453,0.11837621,0.11058182,0.11142317,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-13,0.10991509,0.1103437,0.10586709,0.10586709,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-16,0.10769266,0.12380529,0.10769266,0.11212165,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-17,0.11337574,0.14417228,0.11337574,0.12742467,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-18,0.12877401,0.15525269,0.12618646,0.15525269,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-19,0.15938006,0.17130181,0.14941087,0.15971342,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-20,0.15706238,0.15706238,0.128901,0.128901,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-23,0.13266326,0.13266326,0.11732849,0.11942392,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-24,0.11951917,0.12321793,0.11678875,0.11967791,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-25,0.12026527,0.121059,0.11431233,0.11499493,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-26,0.11623315,0.13393322,0.11623315,0.13107581,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-27,0.13171079,0.13171079,0.10969285,0.11126443,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-30,0.11026433,0.11415359,0.10934361,0.11072469,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-08-31,0.11185178,0.11921755,0.11185178,0.11337574,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-09-01,0.11462982,0.11747136,0.10888325,0.11380435,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-09-02,0.11362973,0.11821746,0.10970872,0.11255026,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-09-03,0.11226452,0.11764598,0.10670844,0.10929599,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-09-07,0.11193115,0.12818665,0.11193115,0.1234878,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-09-08,0.12531337,0.1393623,0.12531337,0.12674207,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-09-09,0.12664682,0.1370605,0.12137649,0.13526668,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-09-10,0.13467932,0.15326837,0.12053514,0.1516968,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-09-13,0.15166505,0.15622103,0.13626678,0.14337856,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-09-14,0.14237846,0.15376048,0.13540955,0.15028397,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-09-15,0.14753768,0.15263339,0.13086944,0.133203,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-09-16,0.13326649,0.14891876,0.12932962,0.13523493,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-09-17,0.13017096,0.15512569,0.13017096,0.14923625,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-09-20,0.15087132,0.22541801,0.15087132,0.19168468,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-09-21,0.197463,0.2006379,0.1757308,0.18828754,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-09-22,0.19068459,0.19068459,0.15615753,0.16463452,1,SPY,OPTION_IMPLIED_VOLATILITY
2021-09-23,0.16212635,0.16212635,0.13820347,0.1404259,1,SPY,OPTION_IMPLIED_VOLATILITY
