date,open,high,low,close,volume,symbol,metric
2021-04-26,0.27918497,0.27918497,0.27918497,0.27918497,1,XLE,HISTORICAL_VOLATILITY
2021-04-27,0.27707366,0.27707366,0.27707366,0.27707366,1,XLE,HISTORICAL_VOLATILITY
2021-04-28,0.27470836,0.27470836,0.27470836,0.27470836,1,XLE,HISTORICAL_VOLATILITY
2021-04-29,0.27826425,0.27826425,0.27826425,0.27826425,1,XLE,HISTORICAL_VOLATILITY
2021-04-30,0.2772959,0.2772959,0.2772959,0.2772959,1,XLE,HISTORICAL_VOLATILITY
2021-05-03,0.27427975,0.27427975,0.27427975,0.27427975,1,XLE,HISTORICAL_VOLATILITY
2021-05-04,0.27629581,0.27629581,0.27629581,0.27629581,1,XLE,HISTORICAL_VOLATILITY
2021-05-05,0.27815313,0.27815313,0.27815313,0.27815313,1,XLE,HISTORICAL_VOLATILITY
2021-05-06,0.27540684,0.27540684,0.27540684,0.27540684,1,XLE,HISTORICAL_VOLATILITY
2021-05-07,0.26678698,0.26678698,0.26678698,0.26678698,1,XLE,HISTORICAL_VOLATILITY
2021-05-10,0.26697747,0.26697747,0.26697747,0.26697747,1,XLE,HISTORICAL_VOLATILITY
2021-05-11,0.27561321,0.27561321,0.27561321,0.27561321,1,XLE,HISTORICAL_VOLATILITY
2021-05-12,0.28035968,0.28035968,0.28035968,0.28035968,1,XLE,HISTORICAL_VOLATILITY
2021-05-13,0.28901129,0.28901129,0.28901129,0.28901129,1,XLE,HISTORICAL_VOLATILITY
2021-05-14,0.28958277,0.28958277,0.28958277,0.28958277,1,XLE,HISTORICAL_VOLATILITY
2021-05-17,0.2885668,0.2885668,0.2885668,0.2885668,1,XLE,HISTORICAL_VOLATILITY
2021-05-18,0.28777308,0.28777308,0.28777308,0.28777308,1,XLE,HISTORICAL_VOLATILITY
2021-05-19,0.29953609,0.29953609,0.29953609,0.29953609,1,XLE,HISTORICAL_VOLATILITY
2021-05-20,0.29934559,0.29934559,0.29934559,0.29934559,1,XLE,HISTORICAL_VOLATILITY
2021-05-21,0.29967896,0.29967896,0.29967896,0.29967896,1,XLE,HISTORICAL_VOLATILITY
2021-05-24,0.29742478,0.29742478,0.29742478,0.29742478,1,XLE,HISTORICAL_VOLATILITY
2021-05-25,0.2975359,0.2975359,0.2975359,0.2975359,1,XLE,HISTORICAL_VOLATILITY
2021-05-26,0.29220207,0.29220207,0.29220207,0.29220207,1,XLE,HISTORICAL_VOLATILITY
2021-05-27,0.29374189,0.29374189,0.29374189,0.29374189,1,XLE,HISTORICAL_VOLATILITY
2021-05-28,0.2919322,0.2919322,0.2919322,0.2919322,1,XLE,HISTORICAL_VOLATILITY
2021-06-01,0.29575796,0.29575796,0.29575796,0.29575796,1,XLE,HISTORICAL_VOLATILITY
2021-06-02,0.2959802,0.2959802,0.2959802,0.2959802,1,XLE,HISTORICAL_VOLATILITY
2021-06-03,0.29172583,0.29172583,0.29172583,0.29172583,1,XLE,HISTORICAL_VOLATILITY
2021-06-04,0.29337678,0.29337678,0.29337678,0.29337678,1,XLE,HISTORICAL_VOLATILITY
2021-06-07,0.29212269,0.29212269,0.29212269,0.29212269,1,XLE,HISTORICAL_VOLATILITY
2021-06-08,0.29431338,0.29431338,0.29431338,0.29431338,1,XLE,HISTORICAL_VOLATILITY
2021-06-09,0.2936149,0.2936149,0.2936149,0.2936149,1,XLE,HISTORICAL_VOLATILITY
2021-06-10,0.29739303,0.29739303,0.29739303,0.29739303,1,XLE,HISTORICAL_VOLATILITY
2021-06-11,0.29172583,0.29172583,0.29172583,0.29172583,1,XLE,HISTORICAL_VOLATILITY
2021-06-14,0.28753496,0.28753496,0.28753496,0.28753496,1,XLE,HISTORICAL_VOLATILITY
2021-06-15,0.28564589,0.28564589,0.28564589,0.28564589,1,XLE,HISTORICAL_VOLATILITY
2021-06-16,0.28561415,0.28561415,0.28561415,0.28561415,1,XLE,HISTORICAL_VOLATILITY
2021-06-17,0.28431244,0.28431244,0.28431244,0.28431244,1,XLE,HISTORICAL_VOLATILITY
2021-06-18,0.29312279,0.29312279,0.29312279,0.29312279,1,XLE,HISTORICAL_VOLATILITY
2021-06-21,0.29185283,0.29185283,0.29185283,0.29185283,1,XLE,HISTORICAL_VOLATILITY
2021-06-22,0.28824931,0.28824931,0.28824931,0.28824931,1,XLE,HISTORICAL_VOLATILITY
2021-06-23,0.27901035,0.27901035,0.27901035,0.27901035,1,XLE,HISTORICAL_VOLATILITY
2021-06-24,0.27173983,0.27173983,0.27173983,0.27173983,1,XLE,HISTORICAL_VOLATILITY
2021-06-25,0.26183413,0.26183413,0.26183413,0.26183413,1,XLE,HISTORICAL_VOLATILITY
2021-06-28,0.26227862,0.26227862,0.26227862,0.26227862,1,XLE,HISTORICAL_VOLATILITY
2021-06-29,0.26226274,0.26226274,0.26226274,0.26226274,1,XLE,HISTORICAL_VOLATILITY
2021-06-30,0.26005619,0.26005619,0.26005619,0.26005619,1,XLE,HISTORICAL_VOLATILITY
2021-07-01,0.25597644,0.25597644,0.25597644,0.25597644,1,XLE,HISTORICAL_VOLATILITY
2021-07-02,0.25476998,0.25476998,0.25476998,0.25476998,1,XLE,HISTORICAL_VOLATILITY
2021-07-06,0.25559545,0.25559545,0.25559545,0.25559545,1,XLE,HISTORICAL_VOLATILITY
2021-07-07,0.26115153,0.26115153,0.26115153,0.26115153,1,XLE,HISTORICAL_VOLATILITY
